,ORF,CAI,dS,dN,dN/dS,dS adjusted,dN/dS adjusted,orf,fitness,fdS,fdN,fdNdS,fdSadj,fdNdSadj
YOR092W,YOR092W,0.321,1.3704,0.115099994,0.083990072,2.0188200000000003,0.0570135,YOR092W,1.0090000000000001,0.315832115868127,-2.1533034419578794,-2.4652208293134716,0.7030083985317875,-2.847079536899113
YOR094W,YOR094W,0.2995,1.0381,0.041099925,0.039591489,1.6430900000000002,0.0250138,YOR094W,1.012,0.038354953876463906,-3.1677093197680724,-3.204196864891875,0.4971870396611088,-3.649128112538052
YOR097C,YOR097C,0.228,1.6107,0.27499911899999996,0.170732675,2.0712599999999997,0.132769,YOR097C,1.011,0.4772895225465353,-1.2873576052990672,-1.7618162263301835,0.728639799150433,-2.0116408472202636
YOR098C,YOR098C,0.2455,1.7949,0.554199628,0.308763512,2.29081,0.241923,YOR098C,0.0,0.5855062890425535,-0.5884275398185852,-1.17194613714828,0.8293418983831853,-1.415010758284248
YOR099W,YOR099W,0.377,1.5891,0.132600073,0.083443504,2.3506400000000003,0.0564102,YOR099W,1.016,0.46379690733621415,-2.0129044714725555,-2.4716725599421,0.8551129570968261,-2.857533291095021
YOR100C,YOR100C,0.26925,1.4343,0.081700236,0.056961749000000006,1.9781900000000001,0.0413005,YOR100C,1.004,0.3613738865951974,-2.4925328232685344,-2.8479719860015043,0.6826876700968388,-3.1629563726687953
YOR103C,YOR103C,0.264,1.1218,0.10639996199999999,0.09484753300000001,1.6550799999999999,0.06428690000000001,YOR103C,0.0,0.1158255655055902,-2.23119545072494,-2.3449965479542136,0.504453363974961,-2.7289638753825693
YOR104W,YOR104W,0.26575,2.5271,0.191700283,0.07585781400000001,3.06392,0.062567,YOR104W,0.9670000000000001,0.9274680324642802,-1.646619234958847,-2.565798135571785,1.120021467905609,-2.7556608112191325
YOR106W,YOR106W,0.273,1.55,0.134800043,0.08696777,2.10146,0.0641459,YOR106W,0.9009999999999999,0.43889988419440173,-1.9965717472154707,-2.4307847815898427,0.7431080877137154,-2.731125909087651
YOR107W,YOR107W,0.24600000000000002,2.2151,0.492199086,0.222201745,2.71202,0.181488,YOR107W,1.0070000000000001,0.7957488942206647,-0.7068423608972335,-1.4996792304051838,0.9980624055626336,-1.7010708615460994
YOR110W,YOR110W,0.2705,1.5019999999999998,0.19689992899999997,0.13109183,2.04841,0.09612330000000001,YOR110W,0.0,0.40746311077083724,-1.6199937851407356,-2.0242579164520085,0.7175519468484959,-2.331773973665012
YOR111W,YOR111W,0.2925,1.6382,0.23469890399999999,0.143266331,2.22905,0.10529100000000001,YOR111W,1.01,0.49420831794255293,-1.4452001190296495,-1.9360941668304785,0.8020240067453324,-2.241574663258117
YOR112W,YOR112W,0.27525,1.5230000000000001,0.254000968,0.166776735,2.07901,0.122174,YOR112W,0.983,0.42133845726445457,-1.3664879377524846,-1.785121141760489,0.7323727013939773,-2.0941572891156115
YOR113W,YOR113W,0.25075,1.8043,0.217000556,0.120268556,2.31082,0.0939063,YOR113W,1.0070000000000001,0.5907267829604753,-1.5232576657375847,-2.1097477216985867,0.8380350931080185,-2.3548651899005604
YOR114W,YOR114W,0.2635,1.4768,0.206699149,0.139964212,2.00907,0.10288299999999999,YOR114W,1.016,0.39055449537241005,-1.5716646453641214,-1.9592492364234373,0.6981695473352245,-2.264490013128275
YOR115C,YOR115C,0.245,1.4245,0.11430007800000001,0.080238735,1.9194,0.0595499,YOR115C,1.008,0.35452262937058965,-2.160217175211255,-2.5103631135384026,0.6525334976746482,-2.8042874605120627
YOR117W,YOR117W,0.35775,1.3199,0.0032000170000000003,0.002424439,2.04256,0.00156667,YOR117W,0.0,0.27831332244768076,-5.4726667060819585,-5.676817616304354,0.7146933849809302,-5.965145940090153
YOR118W,YOR118W,0.26525,1.7007,0.151100405,0.08884600699999999,2.23651,0.0675608,YOR118W,1.0070000000000001,0.531627751395254,-1.8832144169985414,-2.4096581074746455,0.8053636404306291,-2.680034336149255
YOR119C,YOR119C,0.317,1.7957,0.10230003800000001,0.056969448,2.43604,0.0419944,YOR119C,0.0,0.5859516489563893,-2.2701175349960114,-2.8478391658424695,0.8907841881316745,-3.14668540432771
YOR120W,YOR120W,0.355,1.7045,0.108099982,0.063420347,2.4216,0.0446399,YOR120W,1.002,0.5338583228765632,-2.2154905511293768,-2.742325748567668,0.8848413436005648,-3.086972945051136
YOR124C,YOR124C,0.2915,1.6091,0.16989998899999997,0.10558696699999999,2.19793,0.0773,YOR124C,1.0070000000000001,0.47629628886875575,-1.76667675322572,-2.2387940355128446,0.7879708784147493,-2.54720767598538
YOR125C,YOR125C,0.29875,1.5046,0.105400205,0.070051978,2.1080799999999997,0.0499982,YOR125C,0.958,0.409191489848978,-2.24054777538472,-2.6443435852769275,0.7462518334467234,-2.97596494099831
YOR126C,YOR126C,0.2715,1.5996,0.247199588,0.154538377,2.14803,0.11508199999999999,YOR126C,1.001,0.4703785589508086,-1.39352206616466,-1.860862780384671,0.7650165775443204,-2.153458441057732
YOR127W,YOR127W,0.2485,1.7607,0.272400579,0.15471152300000002,2.26267,0.12038900000000001,YOR127W,0.97,0.5662792519509574,-1.2968172369183784,-1.8597501951734905,0.8169873899996419,-2.1087550140172224
YOR128C,YOR128C,0.32725,1.5952,0.044099985999999994,0.027645427,2.25625,0.0195457,YOR128C,1.003,0.46762580445977137,-3.0988733428948385,-3.5527614646172334,0.8141472582054515,-3.8851036056769304
YOR131C,YOR131C,0.2715,1.6284,0.15450007400000002,0.094878454,2.17683,0.0709748,YOR131C,1.004,0.48821184889440433,-1.861109071478717,-2.344673993868021,0.778328968204583,-2.631439221230377
YOR136W,YOR136W,0.41100000000000003,1.4608,0.026999900000000004,0.018482954,2.29102,0.0117851,YOR136W,0.965,0.37966855306415426,-3.575554340241882,-3.9382153495538694,0.8294335248179122,-4.359474848603561
YOR137C,YOR137C,0.25,1.7455,0.18699989600000003,0.107132567,2.2505,0.0830926,YOR137C,1.0090000000000001,0.5576137852647496,-1.67131386934383,-2.2243973323638175,0.8115966607594893,-2.4758367063621396
YOR140W,YOR140W,0.266,1.874,0.303199377,0.161792624,2.41132,0.12574000000000002,YOR140W,0.991,0.6286086594223741,-1.190071947153782,-1.8152781335654031,0.8805889400484712,-2.065617535086766
YOR141C,YOR141C,0.2895,1.8514,0.10730004,0.057956163,2.4361900000000003,0.04404419999999999,YOR141C,0.852,0.6164820956244598,-2.222849755630847,-2.830961111237718,0.890845736314689,-3.1001110490542048
YOR144C,YOR144C,0.27375,1.6886,0.312500909,0.185065089,2.24158,0.13941099999999998,YOR144C,0.978,0.5244918145298053,-1.1599530193918342,-1.681658725623743,0.8076269887849523,-1.96318144288109
YOR145C,YOR145C,0.31225,1.38,0.075900182,0.055000132,2.01075,0.037747199999999995,YOR145C,0.0,0.3228078744271549,-2.5652470357633264,-2.882401231106909,0.699004990044105,-3.250696783858037
YOR148C,YOR148C,0.25,1.9818,0.351300289,0.17726324,2.4868,0.141266,YOR148C,0.0,0.6845099871642817,-1.0432713733116938,-1.724493944746324,0.9113987857937272,-1.9500567342692419
YOR150W,YOR150W,0.29475,1.2507,0.028400032999999998,0.02270731,1.8461,0.0153838,YOR150W,0.915,0.22450262735184062,-3.5267594821891515,-3.7419718395799597,0.6136168416031371,-4.111462237230796
YOR152C,YOR152C,0.29525,1.2098,0.129000421,0.10662954300000001,1.8062099999999999,0.0714205,YOR152C,1.0,0.19128129816542644,-2.04021759007026,-2.2290601057430037,0.5917842195782151,-2.6252658704983567
YOR157C,YOR157C,0.32299999999999995,1.2228,0.037399998,0.03058554,1.87526,0.0199439,YOR157C,0.0,0.20196077204630308,-3.259697871471791,-3.4550558580544926,0.6292804337314779,-3.865907844463119
YOR158W,YOR158W,0.2915,1.5091,0.14179992800000002,0.09396324199999999,2.09793,0.0675904,YOR158W,0.919,0.4121758737996064,-1.9463107332784606,-2.3542653885726876,0.741427691068487,-2.6796026957340118
YOR160W,YOR160W,0.297,1.5161,0.097999949,0.064639502,2.1160400000000004,0.046312900000000004,YOR160W,0.0,0.4168006177719099,-2.312635943999195,-2.723577599626321,0.7500188866364843,-3.0509722933948447
YOR162C,YOR162C,0.28125,1.8686,0.300200263,0.16065517599999998,2.43673,0.123198,YOR162C,1.015,0.6257245042425111,-1.199979909882809,-1.8222897555274626,0.8910672784126961,-2.0858782126719957
YOR163W,YOR163W,0.3005,1.6858,0.131699924,0.078123101,2.29281,0.0574404,YOR163W,1.003,0.5228332428902677,-2.019664910364561,-2.5367503988058013,0.8302141905167748,-2.8397478474960947
YOR164C,YOR164C,0.32325,1.3006,0.082600261,0.06350935,1.95357,0.0422817,YOR164C,1.0170000000000001,0.2635942769226909,-2.4817086368867853,-2.740945104445965,0.6701702203959287,-3.1400253661025608
YOR166C,YOR166C,0.3075,1.6016,0.38640063700000005,0.24125913899999998,2.22275,0.17383900000000002,YOR166C,1.01,0.47162731036183303,-0.9482958837152913,-1.4177473034326538,0.7991949599979078,-1.7438897285183648
YOR167C,YOR167C,0.5795,0.136,0.006899997,0.050735274000000004,1.30659,0.00528092,YOR167C,0.941,-1.987774353154012,-4.840892899256069,-2.961615447718121,0.2681857482400213,-5.0702388124163535
YOR171C,YOR171C,0.299,1.6518,0.165899987,0.10043588,2.25578,0.0735444,YOR171C,1.003,0.5024708193832369,-1.7903605262053033,-2.2883284042599943,0.8139390185607445,-2.5963603579637327
YOR172W,YOR172W,0.256,2.1368,0.44159901799999995,0.20666371100000003,2.6539200000000003,0.16639500000000002,YOR172W,1.01,0.7597772628577083,-0.8150910700752859,-1.5718352817088632,0.9764145224131876,-1.7873989899510925
YOR173W,YOR173W,0.2975,1.4568,0.057100093,0.039195561000000004,2.05775,0.0277488,YOR173W,1.01,0.3769284499659755,-2.8455880144370846,-3.2139987123397895,0.7220990025097129,-3.549159251740314
YOR174W,YOR174W,0.28425,1.8832,0.243200516,0.12914216,2.45739,0.098967,YOR174W,0.0,0.6335033276324302,-1.4097656042856521,-2.0391278875426626,0.8995066641395648,-2.3029151474560274
YOR176W,YOR176W,0.3135,1.3865,0.076699958,0.05531911900000001,2.0197700000000003,0.0379746,YOR176W,0.0,0.3275035666384525,-2.554900562149222,-2.876721210010381,0.7034786268981919,-3.2448451270800573
YOR179C,YOR179C,0.23,2.2852,0.40089884200000003,0.17543271600000002,2.7498,0.145792,YOR179C,0.99,0.826891050609541,-0.9115548588448922,-1.7348156877533178,1.011891778463544,-1.9187386601994845
YOR180C,YOR180C,0.26075,2.0037,0.172400298,0.086040973,2.53042,0.0681311,YOR180C,0.9990000000000001,0.6954944236282933,-1.7521524960673913,-2.4413763171686043,0.9287804101113742,-2.6717505771017973
YOR185C,YOR185C,0.40975,1.2334,0.006200016,0.005026768,2.0611,0.00300811,YOR185C,1.002,0.21058502206681398,-4.933672030740374,-5.111544398668281,0.7237248810240835,-5.519435470466403
YOR186W,YOR186W,0.2515,1.8261,0.580000961,0.317617305,2.33413,0.24848699999999999,YOR186W,1.005,0.6027300104354827,-0.5430028680868434,-1.1437645672248018,0.8480675640892934,-1.388348469356452
YOR188W,YOR188W,0.26025,2.1325,0.353600411,0.165814964,2.65821,0.133022,YOR188W,1.011,0.7577638236459174,-1.0367637262902478,-1.7908700808511762,0.9780290862014037,-2.009751313402662
YOR189W,YOR189W,0.2385,2.2951,0.41989884299999997,0.182954487,2.77687,0.15121300000000001,YOR189W,0.975,0.8312120315158404,-0.8653627520808562,-1.6930669052308844,1.0216844469808737,-1.8824744232730728
YOR196C,YOR196C,0.28375,1.6654,0.13190026800000001,0.079200353,2.23858,0.058921400000000006,YOR196C,0.903,0.5106656109646251,-2.0181562967111706,-2.5232273626230954,0.8062883482866258,-2.814721575560137
YOR197W,YOR197W,0.2845,1.5455,0.078200028,0.05059853,2.12019,0.0368835,YOR197W,1.01,0.43599431314298726,-2.535778626626466,-2.9642620952725145,0.7519772519570722,-3.273239617889309
YOR198C,YOR198C,0.54375,1.1458,0.065500208,0.057165481,2.24418,0.029186700000000003,YOR198C,0.9209999999999999,0.13697545502707756,-2.7105502035056714,-2.844463210169675,0.808785696153839,-3.500353848955701
YOR205C,YOR205C,0.2385,1.8293,0.249999997,0.136664296,2.31107,0.108175,YOR205C,0.821,0.6044798878437793,-1.3823023518025446,-1.982937195176469,0.8381432271684064,-2.2148031796105125
YOR206W,YOR206W,0.38275,1.3472,0.108200275,0.08031493099999999,2.12036,0.0510292,YOR206W,0.0,0.2987703694372013,-2.214571697359485,-2.5094256261540138,0.752057392438665,-2.9559501795428957
YOR208W,YOR208W,0.27875,1.7683,0.228200603,0.129050842,2.33138,0.0978822,YOR208W,1.005,0.57058398813682,-1.473157663254961,-2.039829812675525,0.8468892054705845,-2.3138260363293273
YOR209C,YOR209C,0.34299999999999997,1.6585,0.104100115,0.06276763099999999,2.3513599999999997,0.0442723,YOR209C,0.885,0.5065163521778923,-2.2528419069038264,-2.7525095684746876,0.8554190795481961,-3.0950599125513945
YOR210W,YOR210W,0.5395,0.762,0.0,0.0,1.85179,0.0,YOR210W,0.0,-0.27049724769768,-6.907755278982137,-6.907755278982137,0.616692611145359,-6.907755278982137
YOR211C,YOR211C,0.308,1.6669,0.083500102,0.050093048,2.2890599999999997,0.0364779,YOR211C,0.7809999999999999,0.5115653501009904,-2.4710025375191456,-2.974106837994438,0.8285780180962736,-3.2840038530642524
YOR212W,YOR212W,0.26025,1.4141,0.078200142,0.055300292,1.9398099999999998,0.0403133,YOR212W,1.026,0.3472001999761885,-2.5357771872340713,-2.877055557349054,0.6631054117088013,-3.186570796958631
YOR213C,YOR213C,0.222,1.6077,0.312399631,0.19431463,2.05614,0.151935,YOR213C,1.0070000000000001,0.475426399414125,-1.1602761264699717,-1.6331435335108822,0.7213166686367882,-1.877742284459645
YOR214C,YOR214C,0.26325,1.6484,0.31940144600000003,0.193764527,2.18017,0.146503,YOR214C,1.008,0.5004115854171179,-1.1381805506895026,-1.6359640039451682,0.7798614300782462,-1.9139067644260461
YOR215C,YOR215C,0.38299999999999995,1.7104,0.095999976,0.056127208,2.48406,0.0386464,YOR215C,1.0070000000000001,0.5373117490018173,-2.333044547901465,-2.862474778435966,0.9102968041263246,-3.227755129474796
YOR216C,YOR216C,0.31525,1.8153,0.257101281,0.14163018900000002,2.45211,0.104849,YOR216C,0.983,0.5968014647732606,-1.3544032090773244,-1.947500089340764,0.89735660732026,-2.245741728777018
YOR219C,YOR219C,0.271,1.6891,0.214200019,0.12681310699999998,2.23652,0.0957738,YOR219C,0.993,0.5247876987820452,-1.5361873624045488,-2.057186183612039,0.8053681096744109,-2.335378982491972
YOR220W,YOR220W,0.23975,1.2091,0.176499695,0.145976094,1.6934,0.104228,YOR220W,1.008,0.19070300082186972,-1.728786388378002,-1.9174853312787583,0.5273286958650049,-2.2516258543969183
YOR221C,YOR221C,0.2705,1.3553,0.077199917,0.056961497,1.9017099999999998,0.040595,YOR221C,0.872,0.304760403986532,-2.548486692812509,-2.8479763337058466,0.6432791857396903,-3.179775311246286
YOR223W,YOR223W,0.2075,1.5514,0.148500057,0.095720031,1.97055,0.0753597,YOR223W,1.008,0.439802120512614,-1.9004585048805656,-2.3359347521628306,0.6788200354138992,-2.57230020889082
YOR224C,YOR224C,0.36875,1.172,0.030900106,0.026365278,1.91688,0.01612,YOR224C,0.0,0.15956456967133825,-3.4451459463128464,-3.5984802954756794,0.6512204093319102,-4.067507908268541
YOR226C,YOR226C,0.25275,1.4802,0.048900032999999996,0.033036099,1.9907599999999999,0.0245635,YOR226C,1.008,0.3928525700573205,-2.9977336149022373,-3.3803335823141345,0.689018669976165,-3.666589726139875
YOR227W,YOR227W,0.28175,1.6721,0.19160047,0.114586729,2.2412400000000003,0.08548860000000001,YOR227W,1.011,0.5146781930814806,-1.6471373393303312,-2.1577341303720656,0.8074753662000321,-2.447742665637134
YOR228C,YOR228C,0.25475,1.3318,0.24470154600000002,0.183737457,1.8464,0.132529,YOR228C,1.011,0.28728199243044117,-1.4036377072485073,-1.688819613204177,0.6137792451763726,-2.0134365962681
YOR231W,YOR231W,0.22975,1.5003,0.147600301,0.098380525,1.9644,0.07513760000000001,YOR231W,0.997,0.4063313994361221,-1.9064951211285244,-2.3087991100688474,0.6756957869461894,-2.575213049407164
YOR232W,YOR232W,0.37200000000000005,1.3015,0.115099929,0.088436365,2.05294,0.0560659,YOR232W,0.0,0.2642854946453849,-2.1533040018202527,-2.414227912172267,0.7197598997846741,-2.863548538612289
YOR236W,YOR236W,0.2495,1.5946,0.196899997,0.12347924,2.09859,0.09382489999999999,YOR236W,0.0,0.46724984104911443,-1.6199934415327883,-2.083616323969151,0.7417420875727013,-2.355723245981946
YOR237W,YOR237W,0.29025,1.3399,0.094700188,0.070677057,1.9262099999999998,0.049164,YOR237W,1.02,0.2933410303034593,-2.3465350160528486,-2.635584568636022,0.6560733611801141,-2.9924576410203336
YOR238W,YOR238W,0.27625,1.6818,0.311401325,0.185159546,2.23983,0.13902899999999999,YOR238W,1.01,0.5204590727342286,-1.1634666196683663,-1.6811511987534296,0.8068463329498294,-1.9659057349668094
YOR239W,YOR239W,0.26075,1.3692,0.9929027840000001,0.725170014,1.89592,0.523705,YOR239W,1.0,0.3149567145866615,-0.00611587992547169,-0.31997111250961685,0.6402315182133297,-0.6449190790800619
YOR241W,YOR241W,0.29475,1.4926,0.145900253,0.09774906400000001,2.088,0.06987560000000001,YOR241W,0.9520000000000001,0.40118931324537566,-1.9180014735437476,-2.3151733537268395,0.7366854825744287,-2.646829051361588
YOR242C,YOR242C,0.24925,1.9439,0.23960046,0.12325760599999999,2.44739,0.09790039999999998,YOR242C,1.012,0.6652105618669225,-1.4246175635564369,-2.085398400587228,0.8954306656864859,-2.3136419958722665
YOR244W,YOR244W,0.32325,1.4629,0.040399999,0.027616377,2.11587,0.019093799999999998,YOR244W,0.0,0.381104107195229,-3.184474422305458,-3.5537761026643415,0.7499385826148628,-3.9073439692114147
YOR246C,YOR246C,0.2725,1.7138,0.06319997200000001,0.036877098999999997,2.26425,0.0279121,YOR246C,1.005,0.5392964557416849,-2.7457525044233884,-3.2734085975462737,0.8176851281200329,-3.5434950863668013
YOR247W,YOR247W,0.37425,1.4309,0.274699627,0.19197681600000002,2.18689,0.125612,YOR247W,1.012,0.35900223369782347,-1.2884433138731415,-1.6451852216450908,0.7829376090729089,-2.0666279870341815
YOR249C,YOR249C,0.27,1.6567,0.20340004899999997,0.122774219,2.2021,0.0923664,YOR249C,0.0,0.5054310994486833,-1.5876761809265891,-2.089296187590954,0.7898654594363824,-2.3712237415110757
YOR252W,YOR252W,0.317,1.7555,0.107600049,0.061293107,2.39584,0.0449112,YOR252W,1.004,0.5633231927237446,-2.2200834202853503,-2.7759045013645878,0.874151203120063,-3.0810461829663254
YOR253W,YOR253W,0.289,1.3867,0.179500087,0.129444067,1.97048,0.0910946,YOR253W,1.0070000000000001,0.3276477003948277,-1.7120240192148577,-2.0368107494609062,0.6787845297241086,-2.3849389693616185
YOR255W,YOR255W,0.267,1.705,0.299199698,0.175483694,2.2443400000000002,0.13331300000000001,YOR255W,0.9990000000000001,0.5341514490694873,-1.203307365779284,-1.7345267921456893,0.8088569573886483,-2.007582381924634
YOR256C,YOR256C,0.25475,1.7246,0.22910150899999998,0.132843273,2.2392,0.102314,YOR256C,0.0,0.5455748160928094,-1.4692347239440677,-2.0110857680299525,0.8065651475955019,-2.2699823844500333
YOR258W,YOR258W,0.249,1.7451,0.277599663,0.159073785,2.24808,0.123483,YOR258W,0.955,0.5573847295459448,-1.2779794272566896,-1.8321204137981744,0.8105212437095837,-2.0835861185853926
YOR259C,YOR259C,0.32375,1.3234,0.037900047,0.028638391000000003,1.97738,0.0191668,YOR259C,0.0,0.28095952669095403,-3.246759820132245,-3.5186847647780586,0.6822783279948366,-3.9037175910650594
YOR260W,YOR260W,0.3195,1.2578,0.084400006,0.067101292,1.9031900000000002,0.0443466,YOR260W,0.0,0.23015888620811467,-2.460409107930004,-2.686759093906785,0.6440567213064575,-3.0934200776681693
YOR261C,YOR261C,0.34225,1.2679,0.058400148,0.046060532,1.95925,0.0298074,YOR261C,0.0,0.23815038342073178,-2.8234585610341503,-3.0563205910294364,0.6730720161288942,-3.4800003581200976
YOR262W,YOR262W,0.27625,2.0964,0.055200199000000005,0.026330948,2.65443,0.0207955,YOR262W,0.0,0.7406984824181677,-2.878834981163494,-3.5997355924867755,0.9766066001487673,-3.8260517525133992
YOR264W,YOR264W,0.25375,1.8246,0.436000929,0.238956993,2.33718,0.18655,YOR264W,0.9890000000000001,0.6019087001256741,-0.827819958030683,-1.4272955675309706,0.849372848965769,-1.6737098024542407
YOR265W,YOR265W,0.30625,2.0256,0.123700252,0.06106845,2.64423,0.046781199999999995,YOR265W,0.998,0.70635951203208,-2.081842405448148,-2.779517470674402,0.9727580180515025,-3.041123022288928
YOR266W,YOR266W,0.24175,1.6765,0.278201424,0.165941798,2.1648400000000003,0.12850899999999998,YOR266W,1.004,0.5173045898636998,-1.2758218078203931,-1.7901100422808982,0.7728082769676256,-2.0440049021879254
YOR269W,YOR269W,0.26575,1.6218,0.193800472,0.119497146,2.15862,0.0897798,YOR269W,1.0,0.484153052350155,-1.6357794647786912,-2.116129210979216,0.7699322802933667,-2.3993184850846867
YOR270C,YOR270C,0.43075,1.1647,0.046700135999999996,0.040096279,2.03482,0.0229505,YOR270C,0.9129999999999999,0.1533217649436496,-3.0428210299388665,-3.1918376968583195,0.7108986861356008,-3.7317660785164084
YOR271C,YOR271C,0.32175,1.3916,0.025600095,0.018396159,2.0415400000000004,0.0125396,YOR271C,1.015,0.33117250352630917,-3.6268404917722896,-3.9426802222061226,0.7141941314035893,-4.302136554031874
YOR273C,YOR273C,0.3385,1.5871,0.145999909,0.09199162599999999,2.27087,0.06429249999999999,YOR273C,1.014,0.46253833313446374,-1.9173233112512114,-2.375245832893749,0.8206032809120157,-2.7288781038136483
YOR274W,YOR274W,0.29175,1.9915,0.139000171,0.069796722,2.5808400000000002,0.053858500000000004,YOR274W,0.978,0.6893901316822331,-1.9661116349450072,-2.647942578789343,0.9485023230373082,-2.9029981361724086
YOR275C,YOR275C,0.273,1.7421,0.242899472,0.139429121,2.29356,0.105905,YOR275C,0.997,0.5556651372386826,-1.410999138584254,-1.9630523943679314,0.830541103998765,-2.2358146893601933
YOR276W,YOR276W,0.47875,0.8734,0.065800105,0.07533788,1.84048,0.035751599999999994,YOR276W,1.0090000000000001,-0.1342173421198083,-2.706050626584485,-2.572586002551054,0.6105695961326283,-3.3035735168560514
YOR278W,YOR278W,0.2805,1.7813,0.314500197,0.176556558,2.3479099999999997,0.133949,YOR278W,0.0,0.5779046650476684,-1.153595972595359,-1.7284660842008148,0.8539513907665236,-2.0028583496974868
YOR279C,YOR279C,0.25425,1.9529,0.162200329,0.083056136,2.4664900000000003,0.0657616,YOR279C,1.002,0.6698273752383285,-1.8127768205227899,-2.476270417627999,0.9032014396323838,-2.7066272140287193
YOR281C,YOR281C,0.294,1.7629,0.091500098,0.05190317,2.35678,0.038824199999999996,YOR281C,0.0,0.5675272666352943,-2.3805455750048594,-2.9392920175276442,0.8577204983562423,-3.223280511272284
YOR283W,YOR283W,0.3265,1.4354,0.082200025,0.057266285,2.0949299999999997,0.0392376,YOR283W,1.008,0.36213998336979064,-2.48650763067425,-2.8427316547935146,0.7399973689545403,-3.212953397116434
YOR284W,YOR284W,0.25575,1.8237,0.57140083,0.313319532,2.34032,0.244155,YOR284W,0.997,0.6014155899603525,-0.557915781265952,-1.1573451926615217,0.8507148728876707,-1.405864615416767
YOR285W,YOR285W,0.3125,1.9741,0.215499962,0.10916365,2.60535,0.0827144,YOR285W,1.0090000000000001,0.680619029982675,-1.5301649070592385,-2.205788291486824,0.957950775133448,-2.4803442732736563
YOR286W,YOR286W,0.26875,1.5457,0.121500217,0.078605303,2.08858,0.0581736,YOR286W,0.988,0.43612362906195706,-2.099642477570353,-2.5306745677478384,0.7369630888443696,-2.827279782501588
YOR291W,YOR291W,0.27675,1.7134,0.11030014699999999,0.064375013,2.27244,0.0485382,YOR291W,1.025,0.5390631651772302,-2.1955246999467932,-2.7276151577442973,0.821294102907628,-3.0050111898563623
YOR295W,YOR295W,0.23825,1.7163,0.42040173399999997,0.244946532,2.1975700000000002,0.191303,YOR295W,0.789,0.5407532900076792,-0.86416866276527,-1.4026411162671162,0.7878071490226839,-1.6486830258850664
YOR297C,YOR297C,0.261,1.3638,0.23339914399999998,0.171138835,1.8910200000000001,0.123425,YOR297C,0.9990000000000001,0.3110078977552775,-1.4507298731630809,-1.7594539475308926,0.6376450413983401,-2.084052154237519
YOR298C-A,YOR298C-A,0.42200000000000004,1.4058,0.036200038999999996,0.02575049,2.2582400000000002,0.0160302,YOR298C-A,1.005,0.3413176216176902,-3.291445469316489,-3.62120248805088,0.8150284735424838,-4.0727670403952905
YOR298W,YOR298W,0.27425,1.6342,0.158600449,0.09705081900000001,2.18819,0.07248020000000001,YOR298W,1.0070000000000001,0.49176512102724823,-1.835081780687178,-2.3222693734934836,0.7835316123985161,-2.610739296809847
YOR305W,YOR305W,0.25575,1.7072,0.19710050199999998,0.11545249699999999,2.22382,0.0886315,YOR305W,0.895,0.5354401845299098,-1.6189807912071426,-2.1502718402024166,0.7996760134693084,-2.412048458284868
YOR308C,YOR308C,0.26775,2.0389,0.552001566,0.270734988,2.57976,0.21397399999999997,YOR308C,0.9690000000000001,0.7129007870467815,-0.5923944456374103,-1.3029279964570328,0.9480839291986396,-1.5372381883996826
YOR310C,YOR310C,0.522,0.8663,0.023399991000000002,0.027011418,1.9207400000000001,0.012182799999999999,YOR310C,0.0,-0.14237034129172704,-3.7131725155355078,-3.575143066214645,0.6532310256430882,-4.328842329375016
YOR311C,YOR311C,0.282,1.3783,0.12959995400000002,0.094028843,1.9479400000000002,0.0665318,YOR311C,1.015,0.3215761240993371,-2.0356164143603888,-2.3535748229356295,0.6672856350335975,-2.69515668093054
YOR316C,YOR316C,0.26725,1.5001,0.206400101,0.137590895,2.03995,0.10117899999999999,YOR316C,1.018,0.4061981726839933,-1.5731054962051507,-1.976228887024883,0.7134153857324335,-2.281029101778383
YOR322C,YOR322C,0.24975,1.7018,0.16250039300000002,0.09548736199999999,2.2063,0.0736529,YOR322C,0.9570000000000001,0.5322739549718601,-1.810939884977993,-2.338343242944265,0.791770049165029,-2.5949059077943666
YOR324C,YOR324C,0.23075,1.6316,0.242601318,0.148689212,2.0977200000000003,0.11565,YOR324C,1.018,0.49017383603511844,-1.4122223326520007,-1.899194054281555,0.7413276350846986,-2.148577280514698
YOR330C,YOR330C,0.26125,1.4868,0.142400276,0.09577634900000001,2.0145299999999997,0.07068660000000002,YOR330C,0.991,0.3972985187751038,-1.9421154261322768,-2.335352643065076,0.7008821881083169,-2.6354514386613297
YOR334W,YOR334W,0.298,1.6738,0.09690004,0.057892245,2.27576,0.0425792,YOR334W,1.016,0.5156937551628511,-2.323808320865572,-2.8320458608300516,0.8227533796819054,-3.133175306678672
YOR336W,YOR336W,0.28675,1.689,0.277501018,0.164299004,2.26824,0.122342,YOR336W,0.0,0.5247285289349821,-1.2783335643252491,-1.7999992995816598,0.8194449736725741,-2.092794294210546
YOR337W,YOR337W,0.27875,1.5719,0.111400267,0.070869818,2.13498,0.05217859999999999,YOR337W,1.0070000000000001,0.4529210492644597,-2.185688966080528,-2.6328988798550688,0.7589255577582323,-2.9340992192001387
YOR338W,YOR338W,0.254,1.3459,0.23689911600000002,0.176015392,1.8589799999999999,0.127435,YOR338W,0.981,0.2978056556226321,-1.4359085775271232,-1.7315185897371714,0.6205657349791271,-2.052332339201218
